#hg19.knownGene.name	hg19.knownGene.proteinID	hg19.kgXref.geneSymbol
uc002ipy.3	O60479	DLX3
uc010dbm.3	P26006-1	ITGA3
uc002iqc.3	Q15119	PDK2
uc002iqg.4	Q8IZD0	SAMD14
uc002iqh.4	D3DTX6	PPP1R9B
uc002iqi.3	Q16586	SGCA
uc010wmj.2	P60008	HILS1
uc002iqk.3		BC033456
uc002iqm.3	NP_000079	COL1A1
uc031rdc.1		COL1A1
uc031rdd.1		HV555657
uc002iqn.2	Q6UXU6	TMEM92
uc002iqo.3	Q9H1B5	XYLT2
uc002iqq.3	Q9P0M9	MRPL27
uc010dbp.2	Q96AY2-2	EME1
uc002iqt.3	Q96AG4	LRRC59
uc002iqu.2	Q96CM8	ACSF2
uc010dbr.3	O15335	CHAD
uc002iqw.1	Q9HA92	RSAD1
uc010wmr.2	NP_115509	MYCBPAP
uc002ira.4	Q9H201	EPN3
uc002ird.3	Q8TB22-2	SPATA20
uc002irk.2	O43497	CACNA1G
uc002isl.3	O15438	ABCC3
uc002iso.3	Q6AI12	ANKRD40
uc002iss.3	O95232	LUC7L3
uc031rdf.1		LINC00483
uc021uab.1	Q53H64	LINC00483
uc002isv.4	Q8TEU8	WFIKKN2
uc002isw.3	P50616	TOB1
uc002isy.4		TOB1-AS1
uc002itc.3	O60271	SPAG9
uc002itj.3	P22392-2	NME1-NME2
uc002itr.4	Q05BQ5	MBTD1
uc002its.3	Q9Y5J1	UTP18
uc002itx.4	Q9NS85	CA10
uc021uaf.1	F2Z3M2	C17orf112
uc002iua.2	Q8N4N8	KIF2B
uc002iud.2	O75674	TOM1L1
uc010wng.1	Q9Y6N1	COX11
uc002iuf.1	Q6ZWJ1	STXBP4
uc002iug.1	Q16534	HLF
uc002iui.3	Q15546	MMD
uc002iuj.4	Q9NV29	TMEM100
uc002iul.4	Q9UKL6	PCTP
uc002iun.1	Q8N957	ANKFN1
uc002iup.2	Q13253	NOG
uc002iuq.4	NP_001078899	C17orf67
uc002iur.3	P52429	DGKE
uc002iut.3	Q14258	TRIM25
uc010dck.1		BC114339
uc002iuu.3	P38432	COIL
uc002iuv.4	Q9HB40	SCPEP1
uc002iux.3	Q92667	AKAP1
uc002iuz.1	Q96DH6	MSI2
uc002ivc.3	Q9Y3D9	MRPS23
uc002ive.2	Q9NWM3	CUEDC1
uc002ivf.1	Q14119	VEZF1
uc002ivi.3	Q07955	SRSF1
uc010wnn.1	Q96FJ2	DYNLL2
uc010wno.2	Q15615	OR4D1
uc010wnp.2	P58180	OR4D2
uc002ivq.3	P11678	EPX
uc002ivr.2	Q9NXB0	MKS1
uc002ivt.3	P22079	LPO
uc002ivu.1	P05164	MPO
uc002ivx.5	O95153	BZRAP1
uc002iwe.2	P63272	SUPT4H1
uc002iwh.4	Q68DV7	RNF43
uc002iwi.1	Q4G112	HSF5
uc002iwj.2	Q9NYA4	MTMR4
uc002iwm.2	O43236	SEPT4
uc002iwq.2	NP_001033793	C17orf47
uc010dcz.2	Q8IWB6	TEX14
uc002iwu.3	O43502	RAD51C
uc002iwx.4	Q8WY54-2	PPM1E
uc002iwy.4	O94972	TRIM37
uc002ixd.2	Q8WVK7	SKA2
uc010dde.1	E9PCB8	SKA2
uc002ixf.2	Q96HE9	PRR11
uc002ixi.3	Q8ND04	SMG8
uc002ixk.2	Q8N9F7	GDPD1
uc002ixm.1	Q96QA6	YPEL2
uc002ixn.2	Q8IX18	DHX40
uc002ixq.1	Q00610	CLTC
uc002ixt.3	Q9Y3E5	PTRH2
uc002ixu.4	Q96GC9	VMP1
uc002ixw.2	Q9UJT1	TUBD1
uc002ixy.4	P23443	RPS6KB1
uc002iya.3	Q5M7Z0	RNFT1
uc002iyf.2	F5H625	TBC1D3P1-DHX40P1
uc002iyk.1	Q6AI08	HEATR6
uc010wot.1	B4DIM6	LOC653653
uc002iym.4	P22748	CA4
uc002iyo.1	Q8NFA0	USP32
uc002iyq.3	Q86WR6	C17orf64
uc002iys.1	Q92624	APPBP2
uc002iyt.2	O15297	PPM1D
uc002iyv.4	Q9H6U6	BCAS3
uc010wox.2	Q13207	TBX2
uc002izh.1	NP_982249	C17orf82
uc002izi.3	P57082	TBX4
uc002izj.2	Q9H009	NACA2
uc002izk.2	NP_114432	BRIP1
uc002izn.3	NP_065799	INTS2
uc002izo.3	Q9UHV7	MED13
uc002izq.2	F8WD16	TBC1D3P2
uc010wpc.2	J3KQM8	EFCAB3
uc002izv.2	Q96IZ6	METTL2A
uc002izz.4	Q86UE8-2	TLK2
uc002jad.4	Q9UBG0	MRC2
uc002jag.4	Q8NA82	MARCH10
uc002jal.4	Q9HCD6	TANC2
uc002jas.3	P49447	CYB561
uc002jau.2	P12821	ACE
uc031rdj.1	P12821	ACE
uc002jay.3	Q9H252	KCNH6
uc002jbc.4	P61962	DCAF7
uc021ubm.2		BC024682
uc002jbd.3	Q9BSH4	TACO1
uc002jbf.3	Q99759-2	MAP3K3
uc002jbj.4	Q9BT23	LIMD2
uc002jbm.3	Q7RTN6	STRADA
uc002jbs.4	Q96A33	CCDC47
uc002jbv.3	Q86XP3	DDX42
uc002jca.3	Q8IY81	FTSJ3
uc002jcb.3	P62195	PSMC5
uc010deb.1	Q92925	SMARCD2
uc002jch.3	NP_066271	CSH2
uc002jcl.2	P01242-2	GH2
uc002jcs.2	P01243	CSH1
uc002jda.1	Q14406	CSHL1
uc002jdj.3	P01241	GH1
uc002jdp.1	NP_001035022	CD79B
uc002jds.1	P35499	SCN4A
uc010wpw.2	E9PGL5	C17orf72
uc031rdm.1		C17orf72
uc002jdx.4	P13598	ICAM2
uc002jdz.2	O75460	ERN1
uc002jee.3	Q8IWB9	TEX2
uc010wpz.2	Q7Z6M3	MILR1
uc002jei.3	Q9UHN1	POLG2
uc002jek.2	P17844	DDX5
uc002jem.3	Q96GE4	CEP95
uc002jep.1	Q9HAU4	SMURF2
uc002jeu.3		LOC146880
uc002jew.4	Q69YJ1	PLEKHM1P
uc002jey.2	O60309	LRRC37A3
uc031rdn.1	B4DSF2	LRRC37A3
uc031rdo.1	B4DSF2	LRRC37A3
uc031rdp.1	O60309	LRRC37A3
uc031rdq.1	O60309	LRRC37A3
uc031rdr.1	O60309	LRRC37A3
uc031rds.1	O60309	LRRC37A3
uc031rdt.1	O60309	LRRC37A3
uc031rdu.1	O60309	LRRC37A3
uc031rdv.1	O60309	LRRC37A3
uc031rdw.1	O60309	LRRC37A3
uc031rdx.1	O60309	LRRC37A3
uc031rdy.1	O60309	LRRC37A3
uc031rdz.1	O60309	LRRC37A3
uc031rea.1	O60309	LRRC37A3
uc031reb.1	O60309	LRRC37A3
uc031rec.1	O60309	LRRC37A3
uc031red.1	O60309	LRRC37A3
uc002jfc.3	Q14344	GNA13
uc002jfe.3	O75916	RGS9
uc002jfi.3	NP_004646	AXIN2
uc002jfl.3	Q8N8E3	CEP112
uc002jfn.4	P02749	APOH
uc002jfp.1	NP_002728	PRKCA
uc010wqj.2	Q9UF02	CACNG5
uc002jft.2	Q9UBN1	CACNG4
uc002jfu.3	Q06432	CACNG1
uc002jfx.4	NP_055692	HELZ
uc002jfy.3	O00232	PSMD12
uc002jgc.4	J3QR20	PITPNC1
uc002jgd.1	Q9H8H0	NOL11
uc002jgf.3	Q12830-2	BPTF
uc002jgi.4	Q2M2W7	C17orf58
uc002jgk.3	P52292	KPNA2
uc010wqn.2		LOC440461
uc002jgr.1	Q86W34	AMZ2
uc002jhc.2	Q96EG1	ARSG
uc002jgz.2	O15403	SLC16A6
uc031ree.1	Q96EG1	ARSG
uc010dey.3	Q5MNZ9	WIPI1
uc002jhg.4	P10644	PRKAR1A
uc002jho.3	Q96MK3	FAM20A
uc002jhp.3	O94911	ABCA8
uc002jhu.3	Q8IUA7	ABCA9
uc002jhw.1	Q8N139	ABCA6
uc010dfa.1	Q8WWZ4	ABCA10
uc002jig.2	Q8WWZ7	ABCA5
uc002jij.3	P52564	MAP2K6
uc002jil.4		BC094791
uc002jio.4	Q9NPI9	KCNJ16
uc002jir.3	P63252	KCNJ2
uc002jiw.3	P48436	SOX9
uc002jjb.3	Q8N1S5	SLC39A11
uc002jje.3	P30874	SSTR2
uc002jjg.3	Q8WTW3	COG1
uc002jjj.4	Q969W3-2	FAM104A
uc002jjl.4	NP_001094091	C17orf80
uc010dfk.1	A6NMK7	CPSF4L
uc002jjo.3	Q9H3Q1	CDC42EP4
uc010dfm.3	Q58EX2	SDK2
uc010dfo.2	A4QMQ2	LINC00469
uc002jka.3	P63173	RPL38
uc002jkc.3	Q9BSA4	TTYH2
uc002jkf.3	Q9GZS0	DNAI2
uc002jkh.1		BX648926
uc031rei.1		KIF19
uc002jkm.4	Q2TAC6	KIF19
uc002jkn.2	A6NE02	BTBD17
uc010wqy.2	Q7Z601	GPR142
uc002jkr.3	Q9NQ84-2	GPRC5C
uc002jkv.4	Q9UGN4	CD300A
uc002jkx.2	NP_777552	CD300LB
uc002jky.2	Q08708	CD300C
uc002jkz.2	Q6UXZ3	CD300LD
uc002jla.1	Q96MU5	C17orf77
uc002jlb.2	Q496F6	CD300E
uc002jlg.3	Q8TDQ1	CD300LF
uc002jlk.3	Q96AX2	RAB37
uc002jlo.4	O14745	SLC9A3R1
uc002jlq.3	Q9BTE0	NAT9
uc002jls.4	Q8NE00	TMEM104
uc002jlt.1	Q14957	GRIN2C
uc010wrl.2	B4DHX5	FDXR
uc002jmd.1	NP_835229	FADS6
uc002jme.1	Q495M9	USH1G
uc010wrp.2	Q7RTS6	OTOP2
uc010wrr.3	Q7RTS5	OTOP3
uc002jmj.4	Q8IV36	HID1
uc002jml.4	Q86X02	CDR2L
uc002jmm.3	Q14197	ICT1
uc002jmn.1	O75947	ATP5H
uc002jmp.3	Q14681	KCTD2
uc002jmr.4	O15375	SLC16A5
uc002jmw.1	Q9H6L4	ARMC7
uc002jmx.3	Q8TCD5	NT5C
uc002jnb.1	Q9UK76-2	HN1
uc002jne.3	P61956	SUMO2
uc002jng.1	Q9BW27	NUP85
uc002jni.2	Q9NZ52	GGA3
uc002jnm.4	Q9Y2R9	MRPS7
uc002jnq.3	B4DUM7	MIF4GD
uc021ucy.1	B7Z3Q5	LOC100287042
uc002jnw.4	Q9HC21	SLC25A19
uc002jnx.4	P62993	GRB2
uc002jnz.4	Q12767	KIAA0195
uc002joc.4	Q8WXE0	CASKIN2
uc002jof.1	Q7Z6J9	TSEN54
uc002joh.3	Q6P1M3	LLGL2
uc002jon.1	Q96JP2	MYO15B
uc002jor.1		MYO15B
uc010dgj.1		MYO15B
uc010dgl.3	O94762	RECQL5
uc002jow.2	Q71RC9	SMIM5
uc002joy.3	P0DI80	SMIM6
uc002jpe.3	Q9UHR5	SAP30BP
uc002jpg.3	P16144	ITGB4
uc002jpk.3	P51570	GALK1
uc002jpl.3	P84243	H3F3B
uc021udd.2	Q9C0B0	UNK
uc002jpp.3	Q70J99	UNC13D
uc002jps.3	Q969T9	WBP2
uc002jpw.3	Q96LD4	TRIM47
uc002jpx.4	Q6PJ69	TRIM65
uc010wso.1	Q96DV4	MRPL38
uc002jqc.3	Q8TES7-5	FBF1
uc002jqe.3	Q15067-2	ACOX1
uc010dgt.3	Q00526	CDK3
uc002jqi.2	Q92817	EVPL
uc002jqk.2	Q9UHB9	SRP68
uc002jqm.1	O43603	GALR2
uc002jqn.2	Q401N2	ZACN
uc010wsw.2	Q9UPT5-6	EXOC7
uc002jqx.3	Q92949	FOXJ1
uc002jqz.3	Q96PX1	RNF157
uc010wsy.1	Q8IYN6	UBALD2
uc002jrd.1	Q9H0J4	QRICH2
uc010wta.1	Q14558-2	PRPSAP1
uc002jrj.2	Q9NYA1-2	SPHK1
uc002jrm.4	Q9C0C9	UBE2O
uc002jro.3	Q16613	AANAT
uc002jrq.2	Q6PJF5	RHBDF2
uc002jru.2	Q8WWM9	CYGB
uc002jrw.1		PRCD
uc002jrx.2	Q00LT1	PRCD
uc002jsg.4	Q9UJ37	ST6GALNAC2
uc002jsh.3	Q9NSC7	ST6GALNAC1
uc002jsk.1	P84157	MXRA7
uc002jsn.1	Q6NYC1-3	JMJD6
uc021udl.1	Q86XA0	METTL23
uc002jsv.3	Q01130	SRSF2
uc002jte.3	O43934	MFSD11
uc002jtf.3		BC038218
uc002jth.3	Q3V5L5-5	MGAT5B
uc031rem.1	Q3V5L5	MGAT5B
uc002jto.3	Q59HE8	SEC14L1
uc002jts.4	Q9UHD8	SEPT9
uc002jub.3		FLJ45079
uc002juf.2	G3XAB8	TNRC6C
uc002juk.2	Q7Z403	TMC6
uc002jup.2	Q8IU68	TMC8
uc002jur.1		TMC8
uc002jus.4	Q6UX52	C17orf99
uc002juu.1	O43760	SYNGR2
uc002juw.2	P04183	TK1
uc002juz.3	Q63HM1-2	AFMID
uc002jvf.3	H3BLT4	BIRC5
uc002jvk.3	A6NFC5-2	TMEM235
uc002jvl.2	O14543	SOCS3
uc002jvm.3	Q32NB8	PGS1
uc010dhp.2	NP_775899	DNAH17
uc002jvw.3	Q15438-2	CYTH1
uc002jvz.1	Q9P275-2	USP36
uc002jwf.3	P16035	TIMP2
uc002jwg.2	Q96MC4	LOC100653515
uc002jwh.3	Q08380	LGALS3BP
uc002jwk.3	Q8WVQ1	CANT1
uc002jwp.4	Q9BXJ1	C1QTNF1
uc002jwv.4	Q8NFI3	ENGASE
uc010dhs.4	A6NFN3	RBFOX3
uc031req.1	Q4G0H5	RBFOX3
uc002jwz.3	F1T0K8	HP09025
uc002jxa.3	Q6UWV6	ENPP7
uc002jxc.3	Q14781	CBX2
uc002jxd.2	Q9HC52	CBX8
uc002jxe.3	O00257	CBX4
uc002jxj.4	Q8TBP0	TBC1D16
uc010dht.3	Q4G0X9	CCDC40
uc002jxq.3	P10253	GAA
uc002jxs.3	P38919	EIF4A3
uc031res.1	Q9BXL6	CARD14
uc002jxz.4	P51688	SGSH
uc010dhv.2	Q86WA9	SLC26A11
uc021uen.2	Q63HN8	RNF213
uc002jyi.2		LOC100294362
uc021ueo.1	Q8N8Q3	ENDOV
uc002jyo.2		AX746631
uc002jyp.1	Q15818	NPTX1
uc002jyt.1	Q8N122	RPTOR
uc002jyv.2		AK127919
uc002jyw.4	Q96FZ7	CHMP6
uc002jyy.2		BAIAP2-AS1
uc002jzg.2	Q9UQB8	BAIAP2
uc010dia.3	Q6ZMQ8	AATK
uc010wuk.1	Q6ZT90	AATK-AS1
uc002jzn.1	Q9UPN4-2	AZI1
uc002jzu.2	Q96N21	ENTHD2
uc002jzx.2	A1L188	C17orf89
uc002jzz.1	Q9HBR0	SLC38A10
uc002kac.1	Q8N8I6	LINC00482
uc002kad.2	Q8N8V8	TMEM105
uc031rev.1	NP_001259015	LOC100130370
uc002kaf.2	Q9P281	BAHCC1
uc002kal.2	P63261	ACTG1
uc010wuo.2	A8MRA6	FSCN2
uc002kaq.3	Q0VG06	C17orf70
uc002kas.3		NPLOC4
uc002kat.4	Q8TAT6	NPLOC4
uc010die.3	NP_114151	TSPAN10
uc002kay.3	P18545	PDE6G
uc002kba.3	Q5BKU9	OXLD1
uc002kbc.4	Q6PK04	CCDC137
uc002kbf.3	Q0P5N6	ARL16
uc002kbg.3	O14964	HGS
uc031rew.1	NP_001257882	SLC25A10
uc010wuw.2	P47871	GCGR
uc010wuz.1	C9JLW8	FAM195B
uc002kbj.1	Q86WC6	PPP1R27
uc002kbn.1	P07237	P4HB
uc021ufe.1		AK293147
uc002kbq.3	P52565	ARHGDIA
uc002kbu.2	E9PB61	ALYREF
uc002kby.1	Q9NYG5-2	ANAPC11
uc002kcd.3	Q8NG41	NPB
uc002kch.2	F5H8B1	PCYT2
uc031rex.1	NP_001243362	PCYT2
uc002kcj.2	Q9NRC8	SIRT7
uc002kcm.3	O15525	MAFG
uc002kcr.1	P32322	PYCR1
uc010wvf.1	A6NDP7	MYADML2
uc010wvg.2	Q6P988	NOTUM
uc002kcy.3	Q9BZE9-2	ASPSCR1
uc031rey.1	A8MT69	STRA13
uc002kde.3	Q96CN5	LRRC45
uc002kdf.3	P60763	RAC3
uc002kdg.3	Q7Z4W1	DCXR
uc002kdj.3	Q9Y644	RFNG
uc002kdl.1	Q13098	GPS1
uc002kdr.4	Q6P1R4	DUS1L
uc002kdu.3	P49327	FASN
uc002kdx.1	NP_932348	CCDC57
uc021ufm.1	O15427	SLC16A3
uc002kej.3	P48730	CSNK1D
uc002kel.1	P09564	CD7
uc002keo.3	Q8WVN6	SECTM1
uc002keq.3	Q8NA77	TEX19
uc010wvl.2	Q9UKP6	UTS2R
uc002keu.2	Q6PK18	OGFOD3
uc002kev.4	Q8WVB3-2	HEXDC
uc021ufr.1	Q969P4	C17orf62
uc021ufs.1	Q9BQA9	C17orf62
uc002kfg.4	Q9UHQ1	NARF
uc002kfn.3	Q01167	FOXK2
uc002kfq.3	Q5MNZ6	WDR45B
uc002kft.3	Q12829	RAB40B
uc002kfu.3	Q9HA64	FN3KRP
uc010wvs.1	Q9H479	FN3K
uc002kfz.3	Q9BTW9	TBCD
uc002kga.3	Q32MQ0	ZNF750
uc002kgg.1	Q67FW5	B3GNTL1
uc002kgh.3	Q641Q3	METRNL
uc002kkf.1	P54578	USP14
uc002kkj.4	Q96FV9	THOC1
uc002kkm.3	NP_569057	COLEC12
uc002kko.1	Q12798	CETN1
uc002kkq.3	Q15846	CLUL1
uc002kkr.3	Q8TAI1	C18orf56
uc010dka.1	P04818	TYMS
uc002kku.4	Q7L5Y1	ENOSF1
uc002kky.3	P07947	YES1
uc010dkh.4	P18509	ADCYAP1
uc002klh.4	Q8N3J2	METTL4
uc002kli.3	O14777	NDC80
uc002klm.4	A6NHR9	SMCHD1
uc002kln.3	Q9BXX0	EMILIN2
uc002klo.3	Q92539	LPIN2
uc010wyu.2		LOC727896
uc002klp.3	P52179	MYOM1
uc002klr.3	P19105	MYL12A
uc002klt.4	O14950	MYL12B
uc002klz.3	Q15583	TGIF1
uc002kmf.3	O14490	DLGAP1
uc010wza.3	Q8NA74	DLGAP1-AS1
uc010wzc.1	P0CW23	C18orf42
uc010dkp.3	O43829	ZBTB14
uc002kmt.1	Q9Y2J2	EPB41L3
uc002kmx.1	A6NKL6	TMEM200C
uc010dkt.3	Q8NA19	L3MBTL4
uc021ugs.1	J3KSC0	LOC100130480
uc002kne.3	NP_001010000	ARHGAP28
uc002kni.1		LINC00668
uc002knm.3	P25391	LAMA1
uc010wzk.2	A6NM36	LRRC30
uc010dkv.3	J3QL11	PTPRM
uc002knp.3	Q6IQ22	RAB12
uc002knr.2	Q9Y4B5-3	SOGA2
uc002knu.3	P19404	NDUFV2
uc002knv.3	Q6UB98	ANKRD12
uc002knz.3	Q9GZX9	TWSG1
uc002koc.3	Q15311	RALBP1
uc002koe.2	Q8TF05	PPP4R1
uc002kog.2	NP_006859	RAB31
uc002koi.4	Q86VQ3	TXNDC2
uc002koj.3	Q9P0L0-2	VAPA
uc002kom.4	Q8J025	APCDD1
uc002kon.3	Q99747	NAPG
uc002kos.2	Q9H5I5	PIEZO2
uc002kqc.3	P38405-2	GNAL
uc002kqe.3	Q7LBR1	CHMP1B
uc002kqf.3	Q53F39	MPPE1
uc002kqp.2	O14732	IMPA2
uc031rhk.1	A6NC57	ANKRD62
uc002kqt.4	O60543	CIDEA
uc002kqw.3	Q9BUF5	TUBB6
uc002kqz.2	Q9Y4W6	AFG3L2
uc010wzu.2	Q96N28	SLMO1
uc002kre.3	Q08AE8	SPIRE1
uc002kri.4	Q8TAP6	CEP76
uc002krk.3	Q969U7	PSMG2
uc002krp.3	P17706	PTPN2
uc002krq.3	Q96EE3-1	SEH1L
uc010xac.2	E9PF99	CEP192
uc002ksb.3	O15165-2	LDLRAD4
uc002ksc.3		LDLRAD4-AS1
uc002ksd.2		AX748268
uc010dli.3	Q96ND0	FAM210A
uc002ksl.1	O43148	RNMT
uc010xaf.2	P33032	MC5R
uc002ksp.1	Q01718	MC2R
uc002kst.2	Q8TB69	ZNF519
uc010xag.2	A0PJZ0	ANKRD20A5P
uc002ksv.2		ANKRD20A5P
uc010dln.3	B2RU33	POTEC
uc010dlo.2	Q9BXX2	ANKRD30B
uc002kte.3	Q13464	ROCK1
uc010xam.2	Q9C091	GREB1L
uc002kth.1	Q5FWF5	ESCO1
uc002ktj.1	P62314	SNRPD1
uc002ktl.2	Q8WU67	ABHD3
uc002ktq.3	Q86YT6	MIB1
uc002ktt.2	Q92908	GATA6
uc002ktv.1	Q96RT6	CTAGE1
uc002ktw.3	Q99708	RBBP8
uc031rhr.1	B4DK60	CABLES1
uc002kuc.2	Q8TDN4	CABLES1
uc002kuf.3	Q24JQ0	TMEM241
uc031rhs.1	Q24JQ0	TMEM241
uc002kui.4	O14730	RIOK3
uc021uie.2	Q96DM3	C18orf8
uc002kum.4	O15118	NPC1
uc002kun.3	Q8N6D5	ANKRD29
uc002kuq.3	Q16787	LAMA3
uc002kuw.3	Q8N584	TTC39C
uc002kux.3	O75952	CABYR
uc002kve.3	Q9BXW6	OSBPL1A
uc002kvh.4	NP_060909	IMPACT
uc002kvi.3	Q9H3N8	HRH4
uc002kvk.2	Q96K83	ZNF521
uc002kvm.3	Q15532	SS18
uc002kvq.3	Q8TAA3	PSMA8
uc002kvu.4	Q92750	TAF4B
uc010xbj.3	J3KQT5	KCTD1
uc002kwa.3	P55087	AQP4
uc002kwe.4	Q7L1S5	CHST9
uc002kwf.2		AK127888
uc002kwg.2	P19022	CDH2
uc002kwj.4	Q14574	DSC3
uc002kwl.4	Q02487	DSC2
uc002kwn.3	Q08554	DSC1
uc002kwp.3	Q02413	DSG1
uc002kwq.2	Q86SJ6	DSG4
uc002kws.3	P32926	DSG3
uc002kwu.4	Q14126	DSG2
uc002kwx.4	P02766	TTR
uc002kwz.4	Q9UBX8	B4GALT6
uc002kxa.3	I3L0B8	SLC25A52
uc002kxc.4	NP_055754	TRAPPC8
uc002kxf.1	Q96EQ8	RNF125
uc021uip.2	Q8WVD3	RNF138
uc002kxj.4	Q16820	MEP1B
uc002kxl.3	Q9H706	GAREM
uc002kxm.1	Q9P2G3	KLHL14
uc002kxn.2	Q5BJE1	CCDC178
uc010dmg.1	Q9C0F0	ASXL3
uc010dmi.3	O94818	NOL4
uc010dmn.1	Q9Y4J8	DTNA
uc010xcc.3	E9PHR3	MAPRE2
uc010dmp.3	Q8NF99	ZNF397
uc002kym.3	Q86W11	ZSCAN30
uc002kyp.4	Q14591-2	ZNF271
uc002kys.2	P17028	ZNF24
uc010xcf.1	Q96N95-3	ZNF396
uc010dmt.3	E9PCS7	INO80C
uc002kzb.3	Q10472	GALNT1
uc002kzc.3	Q32NC0	C18orf21
uc002kzg.3	Q96P16	RPRD1A
uc010dmy.3	Q13433	SLC39A6
uc002kzk.2	Q6IA86	ELP2
uc002kzq.4	Q96EN8	MOCOS
uc021uiv.1	E5F5Q0	FHOD3
uc031rhw.1	NP_001258880	TPGS2
uc002kzz.3	Q86T90	KIAA1328
uc002lae.2	Q9BZC1	CELF4
uc002laj.1		CELF4
uc002lap.3	Q8NEB9	PIK3C3
uc002las.3		LINC00907
uc002lav.4	Q99578	RIT2
uc002law.3	Q9H2B2	SYT4
uc010dni.3	Q9Y6X0	SETBP1
uc010dnj.3	Q15849	SLC14A2
uc010dnk.3	Q13336-2	SLC14A1
uc002lbl.1	Q6ZMC9	SIGLEC15
uc002lbm.3	Q9HCE0	EPG5
uc002lbp.4	Q9H939	PSTPIP2
uc002lbr.2	P25705	ATP5A1
uc002lbu.3	Q96CS2	HAUS1
uc002lbw.3	Q5BIX2	C18orf25
uc002lcb.1	Q6ZSG1	RNF165
uc010xcw.1	F5GZB4	LOXHD1
uc002lcj.1	O15466	ST8SIA5
uc002lck.3	O75928	PIAS2
uc002lco.3	NP_112593	KATNAL2
uc021ujk.1	A6NLF2	TCEB3CL2
uc021ujl.1	Q8NG57	TCEB3CL2
uc010xdb.2	Q8NG57	TCEB3C
uc002lcr.1	Q8IYF1	TCEB3B
uc002lcs.3	Q9H0R4	HDHD2
uc002lcu.3	Q9Y5U9	IER3IP1
uc031rif.1	NP_001264992	SKOR2
uc002lcx.4		BC040860
uc002lcz.4	Q15796	SMAD2
uc002ldb.3	A1YPR0	ZBTB7C
uc002ldd.3	O43310-2	CTIF
uc002ldg.3	O15105	SMAD7
uc002ldi.1	Q7RTS9	DYM
uc002ldl.3	Q8TCD1	C18orf32
uc002ldm.2	J3QL51	RPL17-C18orf32
uc002ldv.3	Q9Y5X9	LIPG
uc002ldw.4	P42765	ACAA2
uc002leb.2	Q9ULV0	MYO5B
uc002lee.2	Q96M91	CCDC11
uc002lem.4	NP_001191065	MBD1
uc002ler.4	Q9P0U4-2	CXXC1
uc002leu.3	Q96BD8	SKA1
uc002lev.3	P31152	MAPK4
uc031rig.1	NP_002738	MAPK4
uc010dpa.3	E9PAT5	MRO
uc002ley.3	P23368	ME2
uc002lez.3	Q9H777	ELAC1
uc010xdp.2	Q13485	SMAD4
uc002lfc.4	Q5U5Q3	MEX3C
uc002lfe.2	P43146	DCC
uc002lfg.2	Q9UBB5	MBD2
uc002lfj.4	Q9UNA4	POLI
uc010xdt.2	P59095	STARD6
uc031rij.1	Q8IYD9	C18orf54
uc002lfq.1	Q8N1N2	DYNAP
uc002lfr.3	O00194	RAB27B
uc002lft.3	Q9H2F9	CCDC68
uc002lga.3	E9PH57	TCF4
uc021ukm.1		TCF4
uc002lgg.3	O43396	TXNL1
uc002lgk.1	Q9Y4E6	WDR7
uc002lgm.3	Q8IYS8	BOD1L2
uc002lgn.3	O43173	ST8SIA3
uc002lgo.3	O95948	ONECUT2
uc002lgp.4	P22830-2	FECH
uc002lgs.2	O43776	NARS
uc002lgu.2	NP_001229733	LOC100505549
uc002lgw.3	NP_005594	ATP8B1
uc002lgy.3	Q96PU5	NEDD4L
uc002lhj.4	Q86TB3	ALPK2
uc002lhm.1	Q9UDY8	MALT1
uc002lho.3	Q9HCE3	ZNF532
uc010xei.1		OACYLP
uc002lht.3	Q9BY50	SEC11C
uc002lhv.3	P07492	GRP
uc002lhx.3	Q9Y2V3	RAX
uc002lhy.3	Q7Z7G2	CPLX4
uc002lhz.3	P49257	LMAN1
uc002lib.3	Q6UXH8	CCBE1
uc002lic.2	Q13794	PMAIP1
uc002lie.1	P32245	MC4R
uc010dps.1	Q9HBT6	CDH20
uc002lih.1	Q8N8N0	RNF152
uc021ulb.1	O95427	PIGN
uc002lil.3	Q9P260	KIAA1468
uc002lin.4	Q9Y6Q6	TNFRSF11A
uc002lip.4	Q9C0B9	ZCCHC2
uc002lir.2		DKFZp451A185
uc021ule.1	O60346	PHLPP1
uc002lit.1	P10415	BCL2
uc010dpw.3	Q06136	KDSR
uc002lix.3	O75351	VPS4B
uc002liz.4	P36952	SERPINB5
uc010xen.2	Q96P63	SERPINB12
uc002ljc.3	Q9UIV8	SERPINB13
uc002lji.3	P29508	SERPINB3
uc002ljk.4	F5GYW9	SERPINB11
uc002ljl.4	O75635	SERPINB7
uc002ljo.3	P05120	SERPINB2
uc010dqj.3	A8MTL9	HMSD
uc002lju.3	P50452	SERPINB8
uc010dqk.2	Q7Z4B0	LINC00305
uc002ljz.3	Q9ULB5	CDH7
uc002lkc.2	Q9H159	CDH19
uc002lke.1	NP_115536	DSEL
uc002lkf.3	Q96JJ7	TMX3
uc002lkk.2	NP_079057	CCDC102B
uc002lkl.3	Q6PKX4	DOK6
uc002lkm.4	Q15762	CD226
uc002lkp.2	Q86VV8	RTTN
uc002lkr.1	O14544	SOCS6
uc002lkv.2	Q8IUK8	CBLN2
uc002lkw.3	NP_620416	NETO1
uc002llf.2	Q8NCQ5	FBXO15
uc010dqr.1	Q9BVV7	TIMM21
uc002lli.3	P00167	CYB5A
uc002llj.3	Q68DL7	C18orf63
